"Accession"	"Description"	"Peptides.used.for.quantitation"	"Confidence.score"	"rawInt_Neil.left.2"	"rawInt_Neil.left.3"	"rawInt_Neil.right.2"	"rawInt_Neil.right.3"	"rawInt_Neil.mouse2.1"	"rawInt_Neil.mix.1"	"rawInt_Neil.mouse1.1"	"rawInt_Neil.mouse3.1"	"rawInt_Neil.liver.2"	"rawInt_Neil.liver.3"	"normInt_Neil.left.2"	"normInt_Neil.left.3"	"normInt_Neil.right.2"	"normInt_Neil.right.3"	"normInt_Neil.mouse2.1"	"normInt_Neil.mix.1"	"normInt_Neil.mouse1.1"	"normInt_Neil.mouse3.1"	"normInt_Neil.liver.2"	"normInt_Neil.liver.3"	"medianNormInt_Condition1"	"medianNormInt_Condition2"	"medianNormInt_Condition3"	"medianNormInt_Condition4"	"medianNormInt_Condition5"	"specCountSum_Condition1"	"specCountSum_Condition2"	"specCountSum_Condition3"	"specCountSum_Condition4"	"specCountSum_Condition5"	"medianRatio_Condition2_vs_Condition1"	"medianRatio_Condition3_vs_Condition1"	"medianRatio_Condition4_vs_Condition1"	"medianRatio_Condition5_vs_Condition1"	"qvalue_Condition2_vs_Condition1"	"qvalue_Condition3_vs_Condition1"	"qvalue_Condition4_vs_Condition1"	"qvalue_Condition5_vs_Condition1"	"cv_Condition1"	"cv_Condition2"	"cv_Condition3"	"cv_Condition4"	"cv_Condition5"
"sp|Q8BSE0|RMD2_MOUSE"	"Regulator of microtubule dynamics protein 2 OS=Mus musculus GN=Fam82a1 PE=2 SV=1"	17	915.15	178169.4162	91398.14955	131483.9479	105649.6597	33906.12461	251595.4363	540259.4415	277633.358	3420381.117	3768549.56	178169.4162	247274.714872864	214137.36885609	503403.816391948	40304.2246821034	229650.314776215	190272.502925433	74190.0827418201	2539488.40622165	2938270.06804903	212722.065536432	358770.592624019	134977.269729159	132231.292833626	2738879.23713534	0	0	0	0	43	1.68656971113593	0.634524064951983	0.621615310570494	12.875388503908	0.6762341550983	0.498504151687015	0.366111411442068	0.00700958204813998	22.9712066702057	57.0119934095886	99.1929267537862	62.0750691681244	10.2954965471904
"sp|P02088|HBB1_MOUSE"	"Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2"	9	1960.56	34555639.08	13296430.36	20188968.62	7230800.638	33950002.84	50728004.42	101824164.5	120843530.9	39820120.62	38345183.57	34555639.08	35973058.9982814	32880155.2528144	34453614.3994653	40356382.7526855	46303312.7879602	35861175.4824945	32292198.6783904	29564756.4378826	29897047.4830578	35264349.0391407	33666884.8261399	43329847.7703228	34076687.0804425	29730901.9604702	63	65	75	82	65	0.954700306214989	1.22871537263399	0.966321171634842	0.843086651832739	0.84151579128438	0.487288684718683	0.761271213191472	0.13996615839428	2.8421543664204	3.30474185022599	9.70489113526235	7.40578945987949	0.790306502249374
"sp|P62814|VATB2_MOUSE"	"V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1"	16	1063.05	1314008.015	421005.0165	543921.3594	224267.6833	1245931.429	1975144.082	4888518.4	7195432.25	1584112.61	1509977.569	1314008.015	1139015.35126958	885841.128341596	1068599.82310573	1481039.21726577	1802864.41928469	1721673.99607589	1922786.64868024	1176136.65543006	1177302.25482776	1226511.68313479	977220.475723664	1641951.81827523	1822230.32237806	1176719.45512891	16	17	27	38	17	0.796747792264013	1.33871681848039	1.48570156113042	0.95940338058695	0.61541364597674	0.377640353136919	0.0870509832826192	0.752216705519437	10.0886523041849	13.2242329749408	13.8594068456497	7.80406947972225	0.0700424586900021
"tr|E1WI79|E1WI79_SALTS"	"Cell division protein OS=Salmonella typhimurium (strain SL1344) GN=ftsH"	17	1078.38	1372895.455	483596.7478	812988.1115	341147.2536	453084.9052	407106.3468	4574314.612	6622367.319	1780890.862	1712052.522	1372895.455	1308355.24038998	1324048.58454886	1625512.37648588	538582.218678701	371596.965608453	1611015.41877194	1769650.38669213	1322236.19008919	1334856.44814512	1340625.34769499	1474780.48051737	455089.592143577	1690332.90273204	1328546.31911716	38	34	17	43	37	1.10006907079076	0.339460679992391	1.2608540526541	0.990990004329992	0.771858849332191	0.0693828306810394	0.141363005677652	0.930535257986412	3.40414445306787	14.4541573730413	25.9457493299192	6.63608105648151	0.67170183856327
"tr|E1WCL8|E1WCL8_SALTS"	"3-oxoacyl-[acyl-carrier-protein] synthase I OS=Salmonella typhimurium (strain SL1344) GN=fabB"	17	1225.27	3321017.747	1265829.664	2355994.715	819738.3228	1219856.755	907306.5608	9743685.782	13261151.13	3878222.637	3606096.916	3321017.747	3424660.90160809	3837019.78353019	3905922.66280867	1450044.24124015	828167.793305259	3431602.18785384	3543687.6414054	2879416.38271179	2811608.67385985	3372839.32430404	3871471.22316943	1139106.01727271	3487644.91462962	2845512.52828582	53	44	29	50	45	1.14783743040243	0.337729108251473	1.03403826251026	0.843654931256759	0.630057151493131	0.0837472800896369	0.740239384384981	0.139641261669465	2.17285113224498	1.258480055063	38.6033474257114	2.27249006761619	1.68501422043688
"tr|E1WBM9|E1WBM9_SALTS"	"Putative isomerase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1477"	16	1112.89	2958100.064	1074105.772	1365072.061	676948.2609	1755902.018	1659382.29	11493407.82	13374042.45	3858658.576	3548675.306	2958100.064	2905958.1602284	2223183.46923853	3225550.74010287	2087241.47236686	1514644.58511951	4047832.03229618	3573854.82459969	2864890.89435578	2766838.08102674	2932029.1121142	2724367.1046707	1800943.02874319	3810843.42844793	2815864.48769126	43	32	22	52	49	0.929174643394397	0.614230950607643	1.29972905545268	0.960380807972545	0.841894409397198	0.196410056977801	0.129097124679247	0.645525877351642	1.25748730080959	26.0163431445229	22.4819516995752	8.7947065782901	2.46225660085767
"sp|Q9EP89|LACTB_MOUSE"	"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Mus musculus GN=Lactb PE=1 SV=1"	14	801.78	416923.3067	176235.4034	209016.8151	278648.4527	680977.2614	1009668.149	2020589.975	1814137.223	2026736.969	2144445.785	416923.3067	476799.14025392	340408.936201359	1327715.53566008	809477.958999014	921601.010126781	711626.086277823	484779.608793932	1504766.53307881	1671985.67042844	446861.22347696	834062.235930721	865539.484562898	598202.847535878	1588376.10175363	10	3	14	12	35	1.86649051676717	1.93693128669403	1.33867701225305	3.55451764061045	0.780192689025936	0.101001811982316	0.32988229256339	0.00827374832737286	9.47466589419949	83.7025298008437	9.15994835519355	26.8144297837901	7.44419321302736
"sp|P47738|ALDH2_MOUSE"	"Aldehyde dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh2 PE=1 SV=1"	16	868.91	975232.7895	219556.1641	318333.5877	131343.3875	673088.8125	864069.2097	3917586.96	4570006.335	1671461.687	1619496.888	975232.7895	594002.04647149	518444.403117876	625830.34070432	800100.95645107	788701.770247651	1379724.29364242	1221211.85496842	1240989.65301947	1262692.49098291	784617.417985745	572137.371911098	794401.36334936	1300468.07430542	1251841.07200119	6	5	9	29	25	0.729192799950679	1.0124697019711	1.65745501501096	1.59547958445136	0.671161510386476	0.929896766579144	0.184177457736648	0.18462995297052	34.356979263127	13.2718693795183	1.01465609656821	8.61883674835057	1.22589234673453
"tr|E1WDU2|E1WDU2_SALTS"	"ATP synthase gamma chain OS=Salmonella typhimurium (strain SL1344) GN=atpG"	15	898.02	1013677.762	371204.6428	629604.7302	213199.9362	285309.2761	226616.5052	2647215.535	3347567.165	1016469.971	950955.176	1013677.762	1004282.06325599	1025386.76772099	1015863.76938988	339147.257319735	206850.142109139	932315.637518643	894547.711212534	754685.989171586	741442.585591763	1008979.91262799	1020625.26855543	272998.699714437	913431.674365588	748064.287381674	30	23	9	38	27	1.01154171235888	0.270569013612355	0.905302140244258	0.741406521595918	0.972010552213206	0.0682351156093795	0.352604601579395	0.0456344878470285	0.658463286803349	0.659769741610549	34.2668984851152	2.92369506684249	1.25183097699526
"tr|E1WDX6|E1WDX6_SALTS"	"Ketol-acid reductoisomerase OS=Salmonella typhimurium (strain SL1344) GN=ilvC"	15	882.06	622139.4444	206953.9519	459322.5884	164476.0847	131596.8386	188747.6417	2612441.007	3569044.805	1086845.17	1053612.973	622139.4444	559907.172079995	748061.88973692	783702.370441097	156429.217771016	172284.346517271	920068.491106468	953731.681595023	806936.599800261	821483.016896839	591023.308239998	765882.130089009	164356.782144144	936900.086350746	814209.80834855	23	23	0	26	26	1.29585774268315	0.278088494739031	1.58521681512144	1.37762723905624	0.515107156570835	0.0665588460918518	0.0513409241905806	0.0601558399651754	7.44553745218017	3.290535788809	6.82129992252484	2.5406626189509	1.26329480012294
"tr|E1WE91|E1WE91_SALTS"	"Putative 1 formate dehydrogenase-O, major subunit OS=Salmonella typhimurium (strain SL1344) GN=SL1344_3984"	13	983.02	601538.3971	220475.5277	388779.3984	175363.962	153205.0738	126770.4342	1740767.321	2603878.85	701365.8005	719571.9183	601538.3971	596489.354728537	633173.849496419	835581.373182714	182114.936103676	115713.029403417	613076.107023426	695816.917400737	520734.4614428	561037.236126866	599013.875914268	734377.611339567	148913.982753547	654446.512212081	540885.848784833	20	19	2	29	25	1.22597762901351	0.248598552957159	1.09253982007213	0.902960466415381	0.671161510386476	0.0665588460918518	0.484896062815702	0.328668967598808	0.596014924347196	19.4891198140813	31.5304430405152	8.93985788096118	5.26883174033143
"sp|Q61176|ARGI1_MOUSE"	"Arginase-1 OS=Mus musculus GN=Arg1 PE=1 SV=1"	16	898.04	109946.2737	82883.94198	109646.1592	38646.42054	131645.2411	146064.9244	591285.4775	634413.4199	8765614.608	9160877.34	109946.2737	224239.803776679	178571.912474982	184144.044050566	156486.753843263	133324.579966652	208243.223727881	169530.003361131	6508098.34020702	7142570.70436156	167093.038738339	181357.978262774	144905.666904957	188886.613544506	6825334.52228429	0	0	0	2	48	1.08537123767779	0.867215462709213	1.13042778424955	40.8475097096802	0.855345775488707	0.888675147042035	0.68354699914815	0.00941369828585562	48.3669043146228	2.17254959528177	11.302615394549	14.4924937396097	6.57315344331264
"sp|P49813|TMOD1_MOUSE"	"Tropomodulin-1 OS=Mus musculus GN=Tmod1 PE=2 SV=1"	15	1288.42	3640434.918	1352813.667	2023520.157	759949.0083	6067756.698	5846144.896	5861505.693	7458370.543	1100282.919	945683.8859	3640434.918	3659993.28685029	3295545.11533831	3621036.09351707	7212744.95642012	5336221.65543931	2064347.74378447	1993049.86868445	816913.560444094	737332.655849766	3650214.10242515	3458290.60442769	6274483.30592972	2028698.80623446	777123.10814693	36	30	40	33	8	0.947421303898326	1.71893569250117	0.555775291341575	0.212897952377813	0.817889582181163	0.171572823292378	0.0320864913440772	0.00513972245394537	0.378877919347297	6.65522086520349	21.1475955306807	2.48510083470655	7.24109175260418
"tr|E1WG33|E1WG33_SALTS"	"Periplasmic trehalase OS=Salmonella typhimurium (strain SL1344) GN=treA"	14	1023.36	1187150.94	410808.2979	810381.2683	262491.9141	307582.9822	289433.5469	5017912.336	6733486.725	1592364.231	1389768.701	1187150.94	1111428.46141604	1319803.02794074	1250732.20022844	365624.021193031	264188.039854288	1767244.89437937	1799344.07330367	1182263.13524188	1083577.57026809	1149289.70070802	1285267.61408459	314906.03052366	1783294.48384152	1132920.35275499	27	23	13	56	32	1.11831474108992	0.274000567767781	1.55164923408165	0.985756987169601	0.671161510386476	0.0665588460918518	0.0473410680901623	0.898906451738523	4.65886695599799	3.80002188822921	22.7769757669181	1.27278737715831	6.15941200354485
"sp|Q9CR62|M2OM_MOUSE"	"Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus GN=Slc25a11 PE=1 SV=3"	16	1042.15	832495.7345	262434.6782	352441.0692	164774.4344	945769.0602	1532015.689	7642470.49	7303948.985	483220.1999	492596.9693	832495.7345	710008.468925911	573992.524872423	785123.959285073	1124236.08236372	1398387.38887709	2691580.89052306	1951784.84113996	358770.573606274	384068.965383557	771252.101712955	679558.242078748	1261311.73562041	2321682.86583151	371419.769494916	21	17	35	48	6	0.88111039252852	1.63540784241498	3.01027752232381	0.481580236436296	0.753299317809936	0.186835880734792	0.0410247966575624	0.0209187272353647	11.2299954715289	21.9690469117329	15.3692574509666	22.5317079654828	4.81629300539309
"sp|Q8CFB4|GBP5_MOUSE"	"Guanylate-binding protein 5 OS=Mus musculus GN=Gbp5 PE=2 SV=1"	15	930.56	756320.6371	273733.1115	287779.9425	163217.5302	1144762.118	1112578.832	5018093.944	5544033.692	1524589.506	1402223.101	756320.6371	740576.011994594	468684.129741642	777705.558522949	1360779.21443799	1015535.42758817	1767308.85440683	1481494.59162943	1131943.26664101	1093288.04114101	748448.324547297	623194.844132295	1188157.32101308	1624401.72301813	1112615.65389101	20	10	33	38	19	0.832649127124759	1.5874941289123	2.17035922152763	1.48656308979511	0.710046405114098	0.219008244574872	0.0333377696567466	0.0296382292260734	1.48749496981056	35.06305449742	20.5464561406632	12.4415777517291	2.45667692915846
"sp|P62880|GBB2_MOUSE"	"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus GN=Gnb2 PE=1 SV=3"	8	1189.38	2140942.331	885077.543	1382400.761	568497.9898	2705163.458	4370440.585	8077552.076	10598863.98	1683122.127	1601844.583	2140942.331	2394548.44724152	2251405.33421112	2708802.4560525	3215628.94807776	3989233.94961435	2844811.09065642	2832262.66940695	1249647.03685435	1248929.30740584	2267745.38912076	2480103.89513181	3602431.44884605	2838536.88003169	1249288.1721301	13	9	21	28	9	1.09364301082027	1.58855198918198	1.25169998962372	0.550894372059319	0.784499408614485	0.19773200757562	0.150608569888306	0.0207303934463431	7.90770451590635	13.0409297442784	15.1847814542474	0.31259321734042	0.0406240426684964
"sp|Q8VEK3|HNRPU_MOUSE"	"Heterogeneous nuclear ribonucleoprotein U OS=Mus musculus GN=Hnrnpu PE=1 SV=1"	11	597.1	1382579.295	553986.1514	536854.5517	200397.7041	901792.6412	1938893.905	2192669.909	2894365.777	629145.842	493399.9145	1382579.295	1498791.477786	874331.984972697	954863.170658412	1071961.29447577	1769776.12213125	772230.450089618	773441.772370604	467114.194859929	384695.007262503	1440685.386393	914597.577815555	1420868.70830351	772836.111230111	425904.601061216	13	10	21	6	11	0.634835048966106	0.986244964878067	0.536436420143774	0.295626376920182	0.433916976243925	0.929060638660941	0.0320864913440772	0.0105151680597345	5.70384230176791	6.22614239055484	34.7273181374275	0.110829991849606	13.6836198305473
"tr|E1WCH8|E1WCH8_SALTS"	"Phosphate acetyltransferase OS=Salmonella typhimurium (strain SL1344) GN=pta"	15	882.26	520017.873	164368.1921	472549.6039	142549.1025	147935.7523	204543.5793	1990083.162	2805973.545	1154688.434	1060281.764	520017.873	444692.786843141	769603.669872263	679223.789508779	175851.291405231	186702.501692789	700881.974801174	749821.314609134	857307.355711622	826682.552865095	482355.329921571	724413.729690521	181276.89654901	725351.644705154	841994.954288359	18	17	14	31	33	1.5018259045843	0.375816095114954	1.50377035291202	1.74559065082843	0.454963680015008	0.0682351156093795	0.0791095299535653	0.0307713944477022	11.0422495432229	8.8220617126005	4.23273154190318	4.770836227864	2.57186882830941
"sp|P26369|U2AF2_MOUSE"	"Splicing factor U2AF 65 kDa subunit OS=Mus musculus GN=U2af2 PE=1 SV=3"	14	823.02	2320646.07	708736.1333	771667.9321	417645.1223	913107.7986	4302891.081	2717234.411	4789498.638	942720.7642	1428060.201	2320646.07	1917462.51039777	1256753.71974828	1990012.54770063	1085411.62686877	3927576.37313081	956975.394970648	1279865.29718469	699930.320364447	1113432.76164063	2119054.29019889	1623383.13372445	2506493.99999979	1118420.34607767	906681.541002539	11	11	25	15	3	0.766088505251128	1.18283614138293	0.527792209595867	0.427870840872813	0.671161510386476	0.985839114255018	0.0831748714501888	0.0688096631566778	13.4538237352526	31.9389969526451	80.1802823119227	20.4142959516902	32.2484099478059
"tr|E1WEB7|E1WEB7_SALTS"	"6-phosphofructokinase OS=Salmonella typhimurium (strain SL1344) GN=pfkA"	16	998.35	2192634.554	855281.7684	1108397.716	314771.1289	529577.7029	614953.7806	5908115.273	9055678.903	2159505.098	1883889.151	2192634.554	2313936.95012799	1805158.53335082	1499834.33953514	629509.239697028	561315.146905999	2080763.04496325	2419887.76830241	1603341.25699933	1468834.36605398	2253285.752064	1652496.43644298	595412.193301513	2250325.40663283	1536087.81152666	37	34	21	50	41	0.733371892548161	0.2642417601745	0.998686209492758	0.681710169302587	0.515107156570835	0.0665588460918518	0.978919227890568	0.0416193299360923	3.80660760836538	13.0648879565577	8.0986761762507	10.6561207030027	6.19175114795351
"sp|Q8BGZ7|K2C75_MOUSE"	"Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1"	1	796.19	31447.73938	8126.260969	65955.13304	3479.417018	11420.78905	17697.79346	648075.0378	45952.7646	83420.64262	82289.27412	31447.73938	21985.3342106526	107415.839555415	16578.8684095524	13575.8967800864	16154.1238533723	228243.784473872	12279.6461939901	61936.3011098771	64159.4616758279	26716.5367953263	61997.3539824838	14865.0103167293	120261.715333931	63047.8813928525	0	0	0	1	0	2.32056102396211	0.556397351595726	4.50139612986699	2.35988226602341	0.813816040939154	0.179442997786048	0.682404754817705	0.0386037544836369	25.0441549098933	103.603515559444	12.264248783652	126.981147946197	2.49336199269742
"sp|P60843|IF4A1_MOUSE"	"Eukaryotic initiation factor 4A-I OS=Mus musculus GN=Eif4a1 PE=2 SV=1"	14	930.02	1081267.351	381163.4137	458544.1606	177175.9624	357098.37	1016246.575	5347897.751	4580845.884	1723424.707	1694525.07	1081267.351	1031225.19336208	746794.126762057	844215.266744264	424482.983639129	927605.640512169	1883461.55996251	1224108.43426634	1279569.99898922	1321190.6101985	1056246.27218104	795504.696753161	676044.312075649	1553784.99711442	1300380.30459386	10	8	15	18	32	0.753143199370091	0.64004421116648	1.47104424227317	1.23113362749078	0.511353944101361	0.373969318503987	0.253106758564979	0.103785175621715	3.35008510258804	8.65955273344129	52.6239827906	30.006279327073	2.26320072053089
"tr|E1WH23|E1WH23_SALTS"	"Putative dehydratase RfbH OS=Salmonella typhimurium (strain SL1344) GN=rfbH"	15	984.4	1213470.903	416201.9832	751260.0062	283418.9785	374446.4231	337737.7964	4608382.566	5908279.969	1595054.894	1451723.4	1213470.903	1126020.90121091	1223516.96632071	1350446.33196114	445104.621705463	308279.006947493	1623013.7188093	1578829.65836529	1184260.83879006	1131882.53077037	1169745.90210546	1286981.64914092	376691.814326478	1600921.68858729	1158071.68478022	21	24	6	34	24	1.10022325944844	0.322028753123615	1.36860636631063	0.990019869012384	0.710207335575739	0.0682351156093795	0.0801841753800903	0.931031639434385	5.28631809425779	6.97388461101729	25.6842109001938	1.95155384445337	3.19816616488884
"tr|E1WFF1|E1WFF1_SALTS"	"Putative uncharacterized protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_1220"	16	852.79	616387.7581	153281.3663	349830.0779	127088.0738	155420.0944	182034.083	2200346.294	3194298.578	727963.6496	741427.7643	616387.7581	414697.74096926	569740.212586262	605554.44807383	184747.932028889	166156.370225661	774933.975239154	853590.78430301	540482.240157918	578077.844745978	515542.74953463	587647.330330046	175452.151127275	814262.379771082	559280.042451948	22	28	2	32	22	1.13986149715131	0.34032512587104	1.57942746844195	1.08483737373244	0.753299317809936	0.0724221995897072	0.162429984627052	0.691511582079955	27.6633468203198	4.30947057345573	7.49276616983425	6.83057015248381	4.75327294542426
"tr|E1WHI8|E1WHI8_SALTS"	"Putative uncharacterized protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_3024"	15	1230.33	1902418.387	757176.2906	1434998.33	538852.0678	621582.1466	521797.3456	6716703.733	7941665.637	2688916.246	2523853.691	1902418.387	2048515.77727164	2337066.77968621	2567544.35529159	738874.960884258	476284.174421781	2365537.61492479	2122197.54485302	1996406.65716435	1967803.16626654	1975467.08213582	2452305.5674889	607579.56765302	2243867.5798889	1982104.91171545	39	40	26	35	36	1.24138012203045	0.307562486435421	1.13586685406213	1.00336013170741	0.562280503588785	0.0686748593481957	0.346045219766772	0.966850207359795	5.22946984583738	6.64567494290184	30.5605612285443	7.66834082475919	1.02041633921114
"tr|E1WF52|E1WF52_SALTS"	"Adenylosuccinate synthetase OS=Salmonella typhimurium (strain SL1344) GN=purA"	15	902.76	1407212.787	555969.0304	1165506.535	425426.5633	541611.2773	535691.4837	5756211.545	6966138.653	1987030.711	1931724.798	1407212.787	1504156.09229698	1898167.09017054	2027089.87580137	643813.554682155	488966.412363508	2027264.48425321	1861514.07302094	1475286.31482351	1506130.95656661	1455684.43964849	1962628.48298596	566389.983522831	1944389.27863707	1490708.63569506	23	27	12	46	33	1.34825133080346	0.389088437092589	1.33572168917777	1.02406029431422	0.459085253059545	0.0710450809061712	0.104505074463777	0.805307068747284	4.70907476229427	4.64490232151964	19.3318151037641	6.02776620168092	1.46309311005242
